web-scraper-order,web-scraper-start-url,articles-link,articles-link-href,title-selector,summary-selector,whole-article-selector
"1751563874-784","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","https://webbtelescope.org/contents/news-releases/2025/news-2025-123?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","","Produced for NASA by the Space Telescope Science Institute (STScI) with partners at Caltech/IPAC, and developed by the AstroViz Project of NASA’s Universe of Learning, this visualization is part of a longer, narrated video that provides broad audiences, including youth, families, and lifelong learners, with a direct connection to the science and scientists of NASA’s Astrophysics missions. That video enables viewers to explore fundamental questions in science, experience how science is done, and discover the universe for themselves."
"1751563874-785","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","https://webbtelescope.org/contents/news-releases/2025/news-2025-123?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","","“Bringing this amazing Webb image to life helps the public to comprehend the three-dimensional structure inherent in the 2D image, and to develop a better mental model of the universe,” said STScI’s Frank Summers, principal visualization scientist and leader of the AstroViz Project."
"1751563874-786","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","https://webbtelescope.org/contents/news-releases/2025/news-2025-123?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","","More visualizations and connections between the science of nebulas and learners can be explored through other products produced by NASA’s Universe of Learning including a Carina Nebula Complex resource page and ViewSpace, a video exhibit that is currently running at almost 200 museums and planetariums across the United States. Visitors can go beyond video to explore the images produced by space telescopes with interactive tools now available for museums and planetariums."
"1751563874-787","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","https://webbtelescope.org/contents/news-releases/2025/news-2025-123?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","","NASA’s Universe of Learning materials are based upon work supported by NASA under award number NNX16AC65A to the Space Telescope Science Institute, working in partnership with Caltech/IPAC, Center for Astrophysics | Harvard & Smithsonian, and NASA’s Jet Propulsion Laboratory."
"1751563874-788","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","https://webbtelescope.org/contents/news-releases/2025/news-2025-123?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","","The James Webb Space Telescope is the world’s premier space science observatory. Webb is solving mysteries in our solar system, looking beyond to distant worlds around other stars, and probing the mysterious structures and origins of our universe and our place in it. Webb is an international program led by NASA with its partners, ESA (European Space Agency) and CSA (Canadian Space Agency)."
"1751563874-789","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","https://webbtelescope.org/contents/news-releases/2025/news-2025-123?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","","NASA’s Universe of Learning is part of the NASA Science Activation program, from the Science Mission Directorate at NASA Headquarters. The Science Activation program connects NASA science experts, real content and experiences, and community leaders in a way that activates minds and promotes deeper understanding of our world and beyond. Using its direct connection to the science and the experts behind the science, NASA’s Universe of Learning provides resources and experiences that enable youth, families, and lifelong learners to explore fundamental questions in science, experience how science is done, and discover the universe for themselves."
"1751563874-790","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","https://webbtelescope.org/contents/news-releases/2025/news-2025-123?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","","To learn more about Webb, visit:"
"1751563874-791","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","https://webbtelescope.org/contents/news-releases/2025/news-2025-123?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","","https://science.nasa.gov/webb"
"1751563878-792","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals New Details, Mysteries in Jupiter's Aurora","https://webbtelescope.org/contents/news-releases/2025/news-2025-108?itemsPerPage=50&page=1","NASA's Webb Reveals New Details, Mysteries in Jupiter's Aurora","Webb sees the aurora flickering, fluctuating, and undulating at Jupiter’s north pole.",""
"1751563878-793","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals New Details, Mysteries in Jupiter's Aurora","https://webbtelescope.org/contents/news-releases/2025/news-2025-108?itemsPerPage=50&page=1","NASA's Webb Reveals New Details, Mysteries in Jupiter's Aurora","Earth’s auroras, also known as the Northern and Southern Lights, appear as shimmering curtains visible to observers on the ground and even astronauts aboard the International Space Station. Auroras occur when energetic particles from the Sun are funneled by our magnetic field and slam into the atmosphere near Earth’s poles.",""
"1751563878-794","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals New Details, Mysteries in Jupiter's Aurora","https://webbtelescope.org/contents/news-releases/2025/news-2025-108?itemsPerPage=50&page=1","NASA's Webb Reveals New Details, Mysteries in Jupiter's Aurora","The planet Jupiter experiences auroras on a much grander scale – both larger and hundreds of times brighter than Earth’s. Astronomers turned Webb’s keen gaze to Jupiter and found that its auroras “pop” and “fizz,” changing on timescales of minutes or even seconds.",""
"1751563878-795","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals New Details, Mysteries in Jupiter's Aurora","https://webbtelescope.org/contents/news-releases/2025/news-2025-108?itemsPerPage=50&page=1","NASA's Webb Reveals New Details, Mysteries in Jupiter's Aurora","","NASA’s James Webb Space Telescope has captured new details of the auroras on our solar system’s largest planet. The dancing lights observed on Jupiter are hundreds of times brighter than those seen on Earth. With Webb’s advanced sensitivity, astronomers have studied the phenomena to better understand Jupiter’s magnetosphere."
"1751563878-796","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals New Details, Mysteries in Jupiter's Aurora","https://webbtelescope.org/contents/news-releases/2025/news-2025-108?itemsPerPage=50&page=1","NASA's Webb Reveals New Details, Mysteries in Jupiter's Aurora","","Auroras are created when high-energy particles enter a planet’s atmosphere near its magnetic poles and collide with atoms or molecules of gas. On Earth these are known as the Northern and Southern Lights. Not only are the auroras on Jupiter huge in size, they are also hundreds of times more energetic than those in Earth’s atmosphere. Earth’s auroras are caused by solar storms — when charged particles from the Sun rain down on the upper atmosphere, energize gases, and cause them to glow in shades of red, green and purple."
"1751563878-797","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals New Details, Mysteries in Jupiter's Aurora","https://webbtelescope.org/contents/news-releases/2025/news-2025-108?itemsPerPage=50&page=1","NASA's Webb Reveals New Details, Mysteries in Jupiter's Aurora","","Jupiter has an additional source for its auroras: The strong magnetic field of the gas giant grabs charged particles from its surroundings. This includes not only the charged particles within the solar wind but also the particles thrown into space by its orbiting moon Io, known for its numerous and large volcanoes. Io’s volcanoes spew particles that escape the moon’s gravity and orbit Jupiter. A barrage of charged particles unleashed by the Sun also reaches the planet. Jupiter’s large and powerful magnetic field captures all of the charged particles and accelerates them to tremendous speeds. These speedy particles slam into the planet’s atmosphere at high energies, which excites the gas and causes it to glow."
"1751563878-798","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals New Details, Mysteries in Jupiter's Aurora","https://webbtelescope.org/contents/news-releases/2025/news-2025-108?itemsPerPage=50&page=1","NASA's Webb Reveals New Details, Mysteries in Jupiter's Aurora","","Now, Webb’s unique capabilities are providing new insights into the auroras on Jupiter. The telescope’s sensitivity allows astronomers to capture fast-varying auroral features. New data was captured with Webb’s NIRCam (Near-Infrared Camera) Dec. 25, 2023, by a team of scientists led by Jonathan Nichols from the University of Leicester in the United Kingdom."
"1751563878-799","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals New Details, Mysteries in Jupiter's Aurora","https://webbtelescope.org/contents/news-releases/2025/news-2025-108?itemsPerPage=50&page=1","NASA's Webb Reveals New Details, Mysteries in Jupiter's Aurora","","“What a Christmas present it was – it just blew me away!” shared Nichols. “We wanted to see how quickly the auroras change, expecting them to fade in and out ponderously, perhaps over a quarter of an hour or so. Instead, we observed the whole auroral region fizzing and popping with light, sometimes varying by the second.”"
